press,t_peak,peak_Fz,peak_Fmag,Fx,Fy,Fz,x,y,z,rx,ry,rz
76,1783605909.102302,4.2232,4.2679,0.0992,-0.6082,4.2232,0.003400,-0.571437,0.157342,-1.777113,1.777055,0.709188
77,1783605914.411609,3.5260,3.5568,-0.0025,-0.4667,3.5260,0.003442,-0.575989,0.152434,-1.747814,1.747550,0.743094
78,1783605920.003595,4.0602,4.1055,0.0355,-0.6068,4.0602,0.003451,-0.582010,0.145192,-1.687356,1.687134,0.809841
79,1783605925.183982,3.9304,3.9685,0.0647,-0.5449,3.9304,0.003478,-0.585548,0.140754,-1.663593,1.663234,0.835004
80,1783605930.493531,4.4199,4.4688,0.0791,-0.6545,4.4199,0.003440,-0.588320,0.135409,-1.633858,1.633600,0.865297
81,1783605935.633628,5.3190,5.3915,0.1165,-0.8735,5.3190,0.003414,-0.590476,0.131075,-1.613615,1.613472,0.885244
82,1783605940.919816,7.0685,7.1883,0.2236,-1.2877,7.0685,0.003398,-0.593146,0.125680,-1.581946,1.581860,0.915651
83,1783605945.908441,8.0683,8.2052,0.2564,-1.4702,8.0683,0.003396,-0.593649,0.123764,-1.589452,1.589426,0.908554
84,1783605951.159243,10.5081,10.7015,0.3486,-1.9950,10.5081,0.003399,-0.596389,0.118494,-1.559755,1.559722,0.936634
85,1783605966.985506,2.8312,2.8427,0.2151,-0.1385,2.8312,0.004280,-0.512765,0.183505,0.000054,3.141534,-0.000293
86,1783605976.181187,2.8900,2.8937,0.0967,-0.1080,2.8900,0.012347,-0.542755,0.175878,-2.268383,1.740591,0.464524
87,1783605982.239710,3.5241,3.5501,-0.0397,-0.4270,3.5241,0.015777,-0.555574,0.168161,-2.168613,1.664016,0.623357
88,1783605988.125569,3.6661,3.7079,-0.0320,-0.5540,3.6661,0.018603,-0.566097,0.159907,-2.073670,1.591172,0.756697
89,1783605994.115312,4.0782,4.1333,0.0550,-0.6703,4.0782,0.021327,-0.576234,0.149715,-1.962005,1.505475,0.895922
90,1783605998.934604,3.5291,3.5622,0.0452,-0.4823,3.5291,0.021836,-0.578062,0.146884,-1.957628,1.502126,0.901006
91,1783606004.398905,3.7060,3.7432,0.0633,-0.5224,3.7060,0.023030,-0.582553,0.140565,-1.907975,1.463958,0.957460
92,1783606009.350710,3.5979,3.6306,0.0607,-0.4825,3.5979,0.023600,-0.584674,0.137129,-1.895905,1.454766,0.970702
93,1783606014.752990,4.5684,4.6253,0.1176,-0.7136,4.5684,0.024381,-0.587625,0.130928,-1.852791,1.421667,1.016803
94,1783606019.738431,5.0508,5.1145,0.1536,-0.7902,5.0508,0.024659,-0.588657,0.129258,-1.861217,1.428135,1.007888
95,1783606025.150160,7.7667,7.9068,0.3535,-1.4392,7.7667,0.025407,-0.591430,0.122643,-1.812281,1.390581,1.058320
96,1783606030.137858,8.8744,9.0306,0.3802,-1.6286,8.8744,0.025594,-0.592167,0.120715,-1.820956,1.397226,1.049481
97,1783606045.913488,2.9953,3.0073,0.1928,-0.1864,2.9953,0.005030,-0.512474,0.183493,0.000016,3.141545,-0.000333
98,1783606055.393367,2.3490,2.3564,-0.1573,-0.0999,2.3490,0.021123,-0.540242,0.175472,-2.497341,1.441923,0.532851
99,1783606061.785639,3.2502,3.2949,-0.2070,-0.5000,3.2502,0.029640,-0.555028,0.165160,-2.352685,1.358254,0.778769
100,1783606067.096203,3.2574,3.2986,-0.0755,-0.5145,3.2574,0.032763,-0.560312,0.159885,-2.309762,1.333486,0.842849
101,1783606072.756013,3.1969,3.2308,0.0200,-0.4669,3.1969,0.036637,-0.567099,0.152408,-2.232810,1.289330,0.949540
102,1783606078.343887,3.5452,3.5863,0.0661,-0.5372,3.5452,0.039615,-0.572262,0.145150,-2.163479,1.249270,1.038461
103,1783606083.536978,3.4214,3.4563,0.1112,-0.4778,3.4214,0.041279,-0.575072,0.140539,-2.136198,1.233300,1.071738
104,1783606088.806539,3.6403,3.6794,0.1662,-0.5090,3.6403,0.042847,-0.577759,0.135408,-2.101380,1.213376,1.112375
105,1783606093.929171,4.1881,4.2397,0.2085,-0.6260,4.1881,0.043928,-0.579585,0.130959,-2.077008,1.199190,1.140035
106,1783606098.922592,4.5020,4.5567,0.2529,-0.6573,4.5020,0.044140,-0.579972,0.128965,-2.086197,1.204516,1.129798
107,1783606104.325303,6.7119,6.8306,0.3802,-1.2096,6.7119,0.045871,-0.583074,0.122589,-2.033964,1.174439,1.187595
108,1783606109.333222,8.1305,8.2780,0.4178,-1.4987,8.1305,0.046131,-0.583518,0.120572,-2.043178,1.179784,1.177593
109,1783606125.045217,3.1384,3.1537,0.2314,-0.2070,3.1384,0.005672,-0.512003,0.183510,-0.000011,3.141538,-0.000264
110,1783606134.831755,1.9271,1.9523,-0.2833,-0.1319,1.9271,0.028460,-0.534649,0.175495,-2.702583,1.119552,0.576828
111,1783606141.100039,2.7152,2.7629,-0.2613,-0.4398,2.7152,0.040780,-0.546962,0.164819,-2.557331,1.059249,0.856780
112,1783606146.757895,3.1999,3.2517,-0.1077,-0.5683,3.1999,0.047259,-0.553482,0.157403,-2.476626,1.025730,0.988267
113,1783606152.097239,2.9021,2.9329,0.0302,-0.4230,2.9021,0.050307,-0.556552,0.152394,-2.442511,1.011858,1.038880
114,1783606157.829283,3.2775,3.3200,0.0883,-0.5220,3.2775,0.054472,-0.560700,0.145023,-2.372339,0.982577,1.138594
115,1783606162.552799,3.0090,3.0411,0.0901,-0.4312,3.0090,0.056041,-0.562311,0.142079,-2.364357,0.979525,1.148925
116,1783606168.018542,3.1049,3.1361,0.1429,-0.4174,3.1049,0.059146,-0.565383,0.135428,-2.308272,0.956323,1.222142
117,1783606173.145290,3.4540,3.4932,0.1989,-0.4825,3.4540,0.060617,-0.566797,0.131003,-2.283605,0.945946,1.252990
118,1783606177.995573,3.9729,4.0247,0.2618,-0.5880,3.9729,0.061381,-0.567560,0.128032,-2.279119,0.944047,1.258470
119,1783606182.905371,5.6581,5.7635,0.3039,-1.0544,5.6581,0.062311,-0.568519,0.124798,-2.270020,0.940367,1.269757
120,1783606188.302461,7.3447,7.4957,0.3683,-1.4511,7.3447,0.064612,-0.570932,0.118465,-2.217728,0.918970,1.331503
121,1783606203.969932,3.0905,3.1053,0.2376,-0.1887,3.0905,0.006156,-0.511363,0.183471,0.000035,3.141556,-0.000254
122,1783606214.002168,1.9934,2.0224,-0.2598,-0.2206,1.9934,0.038416,-0.529861,0.173307,-2.827425,0.757657,0.718048
123,1783606219.677634,2.4388,2.4837,-0.2297,-0.4101,2.4388,0.046912,-0.534793,0.166737,-2.763667,0.740665,0.860008
124,1783606225.557767,2.8083,2.8482,-0.0401,-0.4739,2.8083,0.056947,-0.540622,0.157197,-2.658233,0.712495,1.060428
125,1783606231.534817,2.9168,2.9568,0.0786,-0.4780,2.9168,0.063069,-0.544180,0.149735,-2.586028,0.692918,1.180943
126,1783606236.528883,2.6530,2.6798,0.0729,-0.3706,2.6530,0.063821,-0.544614,0.147653,-2.594490,0.695178,1.167509
127,1783606241.740367,2.7176,2.7451,0.1190,-0.3694,2.7176,0.068883,-0.547540,0.140546,-2.528366,0.677666,1.268493
128,1783606246.679030,2.5096,2.5312,0.1088,-0.3113,2.5096,0.071285,-0.548833,0.137287,-2.514842,0.673553,1.288241
129,1783606252.067554,2.7551,2.7821,0.1470,-0.3575,2.7551,0.073362,-0.550143,0.131010,-2.468177,0.661705,1.353995
130,1783606257.062667,2.8419,2.8683,0.1836,-0.3422,2.8419,0.073787,-0.550360,0.129039,-2.477118,0.663912,1.341518
131,1783606262.495715,4.7715,4.8552,0.3157,-0.8403,4.7715,0.076840,-0.552100,0.122573,-2.423010,0.648992,1.414862
132,1783606267.561819,6.0087,6.1243,0.4271,-1.1044,6.0087,0.078539,-0.553059,0.118397,-2.401535,0.643654,1.441863
133,1783606282.458458,2.4790,2.4962,0.0148,-0.2919,2.4790,0.022981,-0.515021,0.181767,-3.053045,0.402193,0.410957
134,1783606288.476570,1.7863,1.8146,-0.2452,-0.2050,1.7863,0.037482,-0.518905,0.175433,-2.994526,0.394225,0.639106
135,1783606293.885730,2.1316,2.1672,-0.1902,-0.3420,2.1316,0.049588,-0.522110,0.168313,-2.925259,0.385416,0.844696
136,1783606299.617009,2.4166,2.4522,-0.0429,-0.4143,2.4166,0.060415,-0.525028,0.160512,-2.845860,0.375086,1.037690
137,1783606305.507369,2.8015,2.8409,0.0883,-0.4633,2.8015,0.069891,-0.527588,0.149703,-2.739168,0.360848,1.251302
138,1783606311.036618,2.6592,2.6925,0.1173,-0.4054,2.6592,0.073067,-0.528426,0.145066,-2.711399,0.356936,1.301251
139,1783606315.888517,2.5133,2.5402,0.1203,-0.3486,2.5133,0.076231,-0.529314,0.140458,-2.684734,0.353621,1.346966
140,1783606321.176665,2.1912,2.2087,0.0958,-0.2603,2.1912,0.076933,-0.529486,0.138463,-2.693224,0.354630,1.332638
141,1783606326.435729,2.4151,2.4377,0.1178,-0.3094,2.4151,0.082038,-0.530887,0.131295,-2.626769,0.345774,1.441438
142,1783606331.984850,2.6956,2.7256,0.1968,-0.3523,2.6956,0.083259,-0.531154,0.126733,-2.604061,0.342804,1.475871
143,1783606337.043210,3.0134,3.0508,0.1969,-0.4333,3.0134,0.083680,-0.531271,0.124750,-2.613209,0.343983,1.461913
144,1783606341.655537,4.2637,4.3322,0.2701,-0.7185,4.2637,0.085821,-0.531860,0.120635,-2.591778,0.340865,1.494391
145,1783606356.638019,2.3984,2.4133,0.0179,-0.2675,2.3984,0.023751,-0.509743,0.181752,-3.113354,-0.000039,0.419037
146,1783606362.763646,1.9460,1.9701,-0.1945,-0.2385,1.9460,0.043658,-0.509754,0.173085,-3.044630,-0.000088,0.773404
147,1783606368.477075,2.3235,2.3634,-0.1554,-0.4038,2.3235,0.056187,-0.509792,0.165035,2.978923,-0.000125,-0.997223
148,1783606374.030260,2.6517,2.6963,-0.0199,-0.4880,2.6517,0.065099,-0.509806,0.157326,2.918064,-0.000113,-1.163773
149,1783606379.543570,2.7237,2.7654,0.1067,-0.4665,2.7237,0.072347,-0.509789,0.149850,2.857745,-0.000356,-1.304691
150,1783606384.516725,2.4151,2.4425,0.1000,-0.3507,2.4151,0.073212,-0.509824,0.147816,2.864874,-0.000474,-1.288467
151,1783606390.056281,2.6121,2.6472,0.1212,-0.4116,2.6121,0.078789,-0.509823,0.140608,2.807734,-0.000088,-1.408687
152,1783606395.285259,2.4473,2.4750,0.1427,-0.3405,2.4473,0.082007,-0.509781,0.135432,-2.776561,0.000194,1.469680
153,1783606400.437668,2.4051,2.4317,0.1308,-0.3338,2.4051,0.084193,-0.509774,0.131099,-2.754117,-0.000114,1.511228
154,1783606405.282252,2.5312,2.5597,0.1560,-0.3478,2.5312,0.085263,-0.509781,0.128108,-2.750194,0.000117,1.518453
155,1783606410.856173,3.3218,3.3733,0.2143,-0.5467,3.3218,0.087961,-0.509795,0.122548,-2.712895,-0.000131,1.584135
156,1783606415.641613,4.1437,4.2295,0.0355,-0.8469,4.1437,0.088605,-0.509790,0.120547,2.721701,-0.000369,-1.568839
157,1783606430.781351,2.9381,2.9510,0.1564,-0.2280,2.9381,0.006458,-0.509003,0.183647,-0.000002,3.141510,-0.000560
158,1783606441.708597,1.6204,1.6388,-0.1965,-0.1462,1.6204,0.037666,-0.500598,0.175672,2.994607,0.394326,-0.639328
159,1783606447.738202,2.1637,2.1944,-0.1259,-0.3434,2.1637,0.051830,-0.496863,0.166649,2.902910,0.381914,-0.903052
160,1783606453.660771,2.5163,2.5526,0.0252,-0.4284,2.5163,0.063073,-0.493824,0.157325,2.807203,0.369749,-1.119860
161,1783606459.094784,2.7292,2.7718,0.0684,-0.4792,2.7292,0.069998,-0.491992,0.149854,2.739279,0.360312,-1.250680
162,1783606464.295267,2.7950,2.8358,0.1283,-0.4614,2.7950,0.073106,-0.491161,0.145175,2.711419,0.357247,-1.300869
163,1783606469.627898,2.8032,2.8435,0.1532,-0.4518,2.8032,0.077296,-0.490030,0.139280,2.666627,0.350927,-1.376830
164,1783606474.719909,2.7264,2.7632,0.1753,-0.4136,2.7264,0.079276,-0.489513,0.135451,2.650571,0.348634,-1.403104
165,1783606479.698924,2.5378,2.5657,0.1330,-0.3535,2.5378,0.079710,-0.489393,0.133397,2.659431,0.350333,-1.389116
166,1783606485.145510,3.3908,3.4475,0.1679,-0.5993,3.3908,0.083909,-0.488230,0.126969,2.603963,0.342841,-1.475932
167,1783606490.151741,3.5795,3.6406,0.1545,-0.6462,3.5795,0.083700,-0.488338,0.124812,2.613470,0.343881,-1.461521
168,1783606495.608157,4.6038,4.6977,0.2001,-0.9127,4.6038,0.087234,-0.487360,0.118508,2.561970,0.337649,-1.538036
169,1783606516.938750,2.5795,2.5875,0.0630,-0.1930,2.5795,0.006150,-0.508266,0.183609,0.000031,3.141534,-0.000516
170,1783606527.483907,2.0178,2.0334,-0.0951,-0.2331,2.0178,0.034016,-0.492239,0.175547,2.869478,0.768549,-0.612603
171,1783606533.328069,2.1996,2.2213,-0.0249,-0.3092,2.1996,0.044591,-0.486098,0.168422,2.790780,0.747242,-0.801694
172,1783606539.403415,2.6072,2.6383,0.0764,-0.3969,2.6072,0.056877,-0.478981,0.157330,2.658429,0.711928,-1.060709
173,1783606545.033920,2.7111,2.7471,0.1440,-0.4196,2.7111,0.063074,-0.475410,0.149793,2.585923,0.692846,-1.180939
174,1783606550.291965,2.8627,2.9018,0.1943,-0.4331,2.8627,0.065847,-0.473764,0.145048,2.556488,0.685598,-1.227248
175,1783606555.446339,2.7851,2.8196,0.2181,-0.3814,2.7851,0.068645,-0.472123,0.140465,2.528572,0.677828,-1.268876
176,1783606560.738205,2.8686,2.9060,0.2407,-0.3978,2.8686,0.071399,-0.470539,0.135322,2.492907,0.668194,-1.320003
177,1783606565.920702,3.0346,3.0759,0.2649,-0.4264,3.0346,0.073305,-0.469459,0.130953,2.468144,0.661256,-1.354219
178,1783606570.986946,3.4014,3.4523,0.3247,-0.4935,3.4014,0.074991,-0.468466,0.126725,2.444996,0.655189,-1.385629
179,1783606576.038289,4.1947,4.2686,0.3791,-0.6941,4.1947,0.076918,-0.467314,0.122651,2.422984,0.648898,-1.414689
180,1783606580.940926,4.7088,4.7933,0.4063,-0.7990,4.7088,0.077172,-0.467168,0.120553,2.432677,0.652118,-1.402413
181,1783606601.620088,2.3950,2.4017,-0.0203,-0.1769,2.3950,0.005673,-0.507665,0.183848,0.000025,3.141503,-0.000498
182,1783606611.752734,2.0653,2.0745,0.0177,-0.1954,2.0653,0.028455,-0.484869,0.175619,2.702463,1.119412,-0.577268
